"","x","y","extent","depth","vdepth","horizontal","relief","skyline","building","sdi","greeney","pavement"
"291",13472221.6689857,309122.91869849,106200,2949.62770218111,431.892320007494,66700,0.833336488934855,65.3853908354806,0.0969868173258004,1.216,0.0866290018832392,0.249529190207156
"292",13471972.0004707,309013.512800183,82100,3152.36466410617,834.714959017394,31400,1.02429608724333,123.423648630209,0.187576126674787,1.393,0.132764920828258,0.343483556638246
"293",13472276.9485572,309147.683845358,134600,3003.86615834967,492.924006677747,75800,0.825377812528493,86.7806545618754,0.107726597325409,1.372,0.112927191679049,0.25260029717682
"294",13472989.388799,309460.185228345,66800,3207.25896921688,574.957691866722,27500,0.613796430384813,90.1548714352228,0.130239520958084,1.466,0.101796407185629,0.248502994011976
"295",13472906.1627585,309423.724250535,59200,2747.81353477542,333.844593723262,33600,1.15451377359059,137.949923230726,0.027027027027027,0.992,0.108108108108108,0.175675675675676
"296",13472822.936718,309387.263272724,127500,3269.25208937394,415.662980928517,61200,1.11075652202184,78.1551143536934,0.0635294117647059,1.244,0.144313725490196,0.155294117647059
"297",13472781.3236977,309369.032783819,107400,3268.65738029936,435.153330456527,45300,1.15640149026996,83.9810326470367,0.100558659217877,1.3,0.132216014897579,0.197392923649907
"298",13472698.1094641,309332.544924863,115700,3178.05970206776,598.144244428315,45400,1.04288329661353,107.498897622404,0.17199654278306,1.471,0.118409680207433,0.169403630077787
"299",13472615.0361847,309295.737454008,80100,3087.45052685562,489.971629210644,47100,0.929689777415858,107.217828640879,0.0861423220973783,1.153,0.0998751560549313,0.202247191011236
"300",13472573.4498713,309277.446125058,98300,3042.16116218563,476.701007001212,49500,1.21427133700891,106.230354349005,0.0996948118006104,1.368,0.0925737538148525,0.266531027466938
"301",13474587.4705471,306264.510334932,101900,3259.77881862463,950.556047027059,31600,3.52019564682871,74.0781915409584,0.310107948969578,1.756,0.113837095191364,0.237487733071639
"302",13474517.9029983,306420.640917433,75800,3243.74762826199,1006.18405523439,35700,4.46136512743649,99.5840761097434,0.242744063324538,1.58,0.0633245382585752,0.265171503957784
"303",13474624.4633662,306184.045942525,100600,3291.90385533151,824.254659933533,28200,3.97422565368561,55.217347492385,0.299204771371769,1.734,0.134194831013916,0.225646123260437
"304",13474426.8542299,306634.289527895,58900,3287.49540281054,1149.27474590863,12100,5.44042294233466,127.156167779985,0.415959252971138,1.706,0.140916808149406,0.258064516129032
"305",13474639.2629656,306149.410201685,100700,3282.93817929918,919.904172574154,28000,1.91709963872559,70.5905071404324,0.348560079443893,1.854,0.12214498510427,0.176762661370407
"306",13473559.5464376,306285.933302597,206300,3297.0369012041,806.070504220763,116300,1.62457401195669,77.0610846100874,0.17014057198255,1.453,0.0649539505574406,0.20891904992729
"307",13473904.3826782,306107.15008007,253900,3298.48347268254,1050.75729700049,73200,4.01631216148944,80.7953091834491,0.443875541551792,2.11,0.0614415124064592,0.0929499803072076
"308",13473922.0959672,306066.347692521,227600,3300.85498140993,919.788185105408,87000,3.75941275833067,85.6194039342443,0.323374340949033,1.898,0.0588752196836555,0.117311072056239
"309",13473939.6892352,306025.493291022,153500,3293.41086531177,852.908195567268,77900,2.18526086454693,82.654065078943,0.246905537459283,1.591,0.0397394136807818,0.173941368078176
"310",13473957.6413125,305984.795827559,195800,3160.29388678306,829.533808492426,93200,3.18587957629111,93.670511066299,0.218590398365679,1.796,0.0597548518896834,0.154749744637385
"311",13473975.6977022,305944.143988885,135000,3286.24330412601,680.631862146568,77000,1.01734648851325,111.460312950186,0.165185185185185,1.48,0.0377777777777778,0.173333333333333
"312",13473993.754092,305903.492150212,137500,3241.84074516004,854.335305251964,77900,0.888628345150683,119.792706079073,0.192727272727273,1.575,0.0552727272727273,0.159272727272727
"313",13474029.7139827,305822.121036698,58700,3292.189208202,1236.8492216925,10300,0.878898033338728,120.995854520845,0.533219761499148,1.86,0.0902896081771721,0.175468483816014
"314",13474062.0305914,305739.70539802,220100,3297.90309500408,1139.63119820358,59200,0.750900885292997,99.6170469290479,0.473875511131304,2.079,0.0572467060427079,0.179009541117674
"315",13473363.7694927,306003.388593329,240900,3272.63941781248,778.129491135536,135300,2.34565180591217,69.6608845035866,0.120381901203819,1.346,0.0929846409298464,0.229140722291407
"316",13473341.3765846,306044.055236955,199200,3264.12126288186,867.931505145559,101900,1.59496972273935,91.4084475000855,0.183734939759036,1.508,0.071285140562249,0.192269076305221
"317",13473869.7022853,306184.423261685,191700,3296.53740864829,1096.10345597577,40200,4.02677596296362,80.0674051765583,0.477829942618675,2.047,0.07094418362024,0.138758476786646
"318",13472493.0051039,306513.145612856,107700,3162.94508522982,709.619265354968,26300,1.19396882183955,77.0111657854706,0.155060352831941,1.66,0.227483751160631,0.25255338904364
"319",13473756.0269936,308135.965979937,82000,2838.51696588179,307.958679452057,38700,0.736860207912589,91.296158634386,0.113414634146341,1.51,0.134146341463415,0.286585365853659
"320",13473738.8323341,308174.50462099,86600,3171.67535133569,400.198005908808,38700,0.648429782379727,92.2575873717593,0.11662817551963,1.554,0.146651270207852,0.248267898383372
"321",13473721.6376746,308213.043262042,19100,1603.85246023942,175.884363258889,10400,0.42568801039004,193.019534787588,0.0575916230366492,0.697,0.0157068062827225,0.43979057591623
"322",13473704.4430151,308251.581903095,69300,2752.74202971195,261.920816211405,29800,0.718209471669143,106.938596863337,0.125541125541126,1.603,0.137085137085137,0.235209235209235
"323",13473687.2935697,308290.140642054,54500,2749.08500160468,242.639694866804,23400,0.703965101115752,71.1150117132454,0.0788990825688073,1.383,0.152293577981651,0.253211009174312
"324",13473653.4650583,308366.787591055,34200,2743.97268211294,261.96075843801,13200,0.607648397377719,105.58725903428,0.119883040935673,1.353,0.154970760233918,0.295321637426901
"325",13473636.6248195,308405.154568468,39400,2742.45786808384,245.068958634489,14400,0.719073471552356,125.932287519265,0.0964467005076142,1.364,0.0989847715736041,0.291878172588832
"326",13473619.771866,308443.52448621,37500,2741.57209519492,320.676389919888,14200,0.539807717077519,110.251061290462,0.213333333333333,1.415,0.117333333333333,0.224
"327",13473585.8624919,308520.174552753,34000,2741.49971906649,315.124730125742,18100,0.543099578203916,128.350488254847,0.117647058823529,1.266,0.0764705882352941,0.297058823529412
"328",13473568.8586315,308558.477840702,43200,2742.37056727073,319.283806045575,17500,0.57267274822013,110.735970210603,0.19212962962963,1.35,0.099537037037037,0.280092592592593
"329",13473551.8547712,308596.781128652,28500,1325.66766976402,144.457077718809,18100,0.434892685121614,10.9818475910903,0,0.699,0.0385964912280702,0.519298245614035
"330",13472686.2155326,309013.664945777,40500,2985.24561187042,383.752402076387,17300,0.470791149995886,137.074513993438,0.0222222222222222,1.013,0.177777777777778,0.197530864197531
"331",13472669.6688877,309053.134510135,50200,2985.11949475199,515.448458002641,18800,0.556404326999577,121.666952135316,0.0597609561752988,1.118,0.181274900398406,0.217131474103586
"332",13472619.0691694,309171.136428268,45900,3034.10833597765,406.977695291957,26900,1.27478480902258,25.9971498506276,0.0348583877995643,1.201,0.0457516339869281,0.381263616557734
"333",13472567.009185,309148.266930807,62600,2994.65503133837,528.51680493334,23600,0.748171189631527,99.8342320380625,0.145367412140575,1.33,0.135782747603834,0.338658146964856
"334",13473544.7177658,307048.661232451,85900,3296.93362185677,941.342898327171,46300,0.671504536880147,70.6360368827523,0.162980209545984,1.401,0.105937136204889,0.275902211874272
"335",13473531.1193406,307079.709296754,123000,3274.74896921697,1045.58571971288,55900,0.734830794082168,68.4002875749749,0.236585365853659,1.572,0.117073170731707,0.244715447154472
"336",13472754.4472372,307231.655304155,22900,2419.65651150743,244.495423442462,8700,0.267967975958673,19.4671580531587,0.109170305676856,1.014,0.205240174672489,0.572052401746725
"337",13472737.491791,307272.093361898,24800,3203.00781207716,383.422650075081,8400,0.250642943020312,59.9269628412236,0.108870967741935,1.146,0.169354838709677,0.431451612903226
"338",13473796.3684021,307083.458785828,180000,3295.90099509055,745.4580931634,91900,1.27574010540154,74.5696182175582,0.135,1.411,0.0966666666666667,0.284444444444444
"339",13472798.4530153,307016.298278742,47200,3216.02929314472,651.178358414335,20600,0.494248849219529,110.593977577762,0.0889830508474576,1.326,0.127118644067797,0.483050847457627
"340",13472873.0392053,306842.025049793,74100,3080.41334585115,643.383861272625,35600,0.920410164174006,116.744171498843,0.140350877192982,1.444,0.087719298245614,0.292847503373819
"341",13472590.1552534,307486.094774519,35300,2464.82042920163,233.479455738054,9300,0.390718038085064,72.1453260030236,0.0368271954674221,0.981,0.252124645892351,0.492917847025496
"342",13472641.4143951,307370.651265761,45100,1546.42050971468,156.259466156927,14600,0.695476444204374,19.3491927651365,0.0643015521064302,1.135,0.241685144124169,0.372505543237251
"343",13472675.6859143,307293.732911046,31000,1582.77360966067,134.037450230027,9300,0.274868597039025,18.1588940767631,0.0774193548387097,1.069,0.22258064516129,0.390322580645161
"344",13472692.9681882,307255.339326931,28400,3261.40384383875,253.610694495098,10800,0.28997866768653,78.5054826999523,0.0598591549295775,0.975,0.165492957746479,0.51056338028169
"345",13472711.4659784,307214.693836116,25700,3127.242674411,388.80030405958,9900,0.286997875800798,143.771228127184,0.046692607003891,0.888,0.182879377431907,0.630350194552529
"346",13472837.5586919,306666.691949982,47900,3211.72689445771,454.058418835084,23900,0.848822134401445,117.208638839568,0.0438413361169102,1.298,0.148225469728601,0.34446764091858
"347",13472878.486406,306685.637359897,74400,3273.19152978683,779.120734508443,29800,0.792282976388738,99.6306334154973,0.0685483870967742,1.281,0.112903225806452,0.391129032258065
"348",13473853.6541472,306361.010773671,41900,3199.59648206502,797.67989084107,16200,2.06645258904654,32.497927750211,0.190930787589499,1.376,0.0906921241050119,0.374701670644391
"349",13473062.4094695,306525.269810456,192900,3304.17228436052,755.116021436158,53200,7.46967127587819,63.5811710261778,0.151892172109901,1.39,0.180404354587869,0.301192327630897
"350",13474102.268138,305777.950633589,91400,3278.65861194069,815.596508326953,43200,2.35493963717891,115.323027045138,0.188183807439825,1.538,0.0404814004376368,0.276805251641138
"351",13474067.3824247,305855.236350486,40500,3165.41899113946,343.196411190052,27900,1.16670522905196,139.007339549376,0.0962962962962963,1.221,0.00493827160493827,0.340740740740741
"352",13473895.2115637,306377.108083684,113300,3302.00876047928,950.739916100321,28900,4.99237722255983,93.9990524951121,0.323918799646955,1.787,0.0812003530450132,0.196822594880847
"353",13473936.6129588,306393.184599559,219500,3298.93843294933,891.714764670847,53500,5.21740548620655,82.4148345147451,0.34123006833713,1.88,0.0947608200455581,0.18997722095672
"354",13473977.2249456,306411.172992029,154200,3290.17571027087,826.320026634978,37300,5.097292440517,85.9432792746281,0.298962386511025,1.647,0.0953307392996109,0.252269779507134
"355",13474059.1460727,306445.486395403,150800,3287.37057401109,913.343331168162,50900,5.62178319274515,79.078855469497,0.254641909814324,1.506,0.0683023872679045,0.228116710875332
"356",13474099.5192004,306464.007324973,143600,3288.05019057204,1021.26920414286,51700,6.04333127314442,114.06116201204,0.268105849582173,1.408,0.0403899721448468,0.258356545961003
"357",13474139.9375941,306482.424774561,134200,3280.46128054264,974.616541900494,50500,6.36372364822116,117.438767838945,0.250372578241431,1.42,0.0596125186289121,0.264530551415797
"358",13474180.9424326,306499.501586194,248700,3304.38235143296,970.094852448713,80600,7.17436911057052,101.85993925879,0.322074788902292,1.931,0.102533172496984,0.179332529151588
"359",13474221.5251005,306517.469398292,193100,3280.64864504479,953.549294696439,60600,6.95574016442296,109.459848861701,0.297255308130502,1.719,0.104091144484723,0.2180217503884
"360",13474262.1936764,306535.307466408,134600,3288.23372432977,851.832619353713,53600,7.15148088168506,105.466336074925,0.196879643387816,1.297,0.0705794947994056,0.303863298662704
"361",13474460.3909537,306394.837263168,135200,3087.44112288718,679.352889911873,57400,3.22533389817515,61.2453936295424,0.226331360946746,1.641,0.0983727810650888,0.261094674556213
"362",13474477.310374,306353.376997848,153600,3173.92096496072,873.460988669787,53700,3.54007765051673,74.9080833553306,0.324869791666667,1.942,0.129557291666667,0.175130208333333
"363",13474495.4372867,306312.370134302,158800,3185.06534947162,914.717867351978,61600,2.95205816513555,85.7996032736624,0.249370277078086,1.84,0.100125944584383,0.156801007556675
"364",13474533.3752434,306231.11333619,150600,3290.9698352611,886.028624080839,48400,3.11813118493789,105.738178074435,0.288844621513944,1.841,0.113545816733068,0.223771580345286
"365",13474551.1306277,306189.948465494,153900,3299.85011686746,943.378989960893,50800,3.0109702448694,109.401788425564,0.296296296296296,1.824,0.114359974009097,0.216374269005848
"366",13474587.0055775,306107.76393102,175000,3280.39675630805,812.010746412911,77800,2.22480733077459,95.932315262667,0.256,1.891,0.0925714285714286,0.166857142857143
"367",13475387.772052,308421.883714014,103100,3298.74034981335,908.868561157232,31000,1.19699415638273,131.283704957065,0.37439379243453,1.823,0.0708050436469447,0.265761396702231
"368",13475426.0147872,308297.836870257,158300,3301.8228326408,738.498596509776,71500,0.909520002172869,115.388787382419,0.327858496525584,1.781,0.0372710044219836,0.203411244472521
"369",13475386.5570569,308423.570175177,103100,3300.76428813302,909.41604735505,31000,1.19699415638273,131.283704957065,0.37439379243453,1.823,0.0708050436469447,0.265761396702231
"370",13475196.2461958,308422.366364492,141100,3300.69830639565,890.76022207835,54600,0.748014265795979,116.377809580076,0.346562721474132,1.718,0.0644932671863926,0.198440822111977
"371",13474849.8425135,308599.141775051,73900,3294.83582015562,1100.54336430588,16100,0.82906039482721,134.80626717294,0.376184032476319,1.417,0.0757780784844384,0.341001353179973
"372",13474924.5272148,308560.232655196,79200,3221.51490209204,725.227304836824,18700,4.96334980605296,84.5769621262219,0.353535353535354,1.458,0.0669191919191919,0.337121212121212
"373",13473763.2834376,309278.047540912,62000,3277.39629070583,873.66795018041,19500,0.380974878806955,107.70983228056,0.353225806451613,1.62,0.0645161290322581,0.361290322580645
"374",13474128.3964508,309083.812077783,77700,2957.14315347448,423.94267631468,23900,0.575110565854371,100.390490589908,0.333333333333333,1.709,0.0862290862290862,0.177606177606178
"375",13474097.6820479,309099.05190717,85000,2927.28259337782,391.334711861871,27000,0.540766268650924,100.320565747584,0.364705882352941,1.697,0.0447058823529412,0.212941176470588
"376",13474673.1685436,308796.091940963,53000,2868.93245555985,727.226578429379,14400,0.443154114698121,80.7857690416796,0.294339622641509,1.166,0.109433962264151,0.350943396226415
"377",13474603.8271311,308754.752260358,45900,3161.31287662464,852.466553189028,12400,0.293125734424116,80.1204953033771,0.459694989106754,1.206,0.0718954248366013,0.296296296296296
"378",13474698.0666858,308746.05166159,33600,3302.24473041186,901.007134376008,10000,0.618900599002489,137.413135166569,0.145833333333333,0.765,0.116071428571429,0.470238095238095
"379",13474686.2817449,308710.938800695,49300,2954.08274207196,696.141649420717,16600,0.321330118855747,98.327870651892,0.334685598377282,1.016,0.0527383367139959,0.37525354969574
"380",13472396.1156425,309203.313590032,133400,3173.585867637,533.084498031687,68000,0.964054966913973,100.072138691722,0.129685157421289,1.415,0.125187406296852,0.243628185907046
"381",13472811.7954441,309256.13064594,54800,3199.8623586142,628.316053543005,22000,1.14386445778788,132.779324896841,0.160583941605839,1.384,0.10036496350365,0.208029197080292
"382",13473581.4194757,309273.240810167,54500,2916.10230018791,459.835913478866,19100,0.290915901009309,97.112651304896,0.245871559633028,1.314,0.0587155963302752,0.396330275229358
"383",13472823.900027,307633.455812011,42700,1748.11175557313,167.287824465635,20100,0.399344822398477,13.3581505127225,0.0117096018735363,0.785,0.224824355971897,0.299765807962529
"384",13472908.1508179,307668.501772304,37300,2700.10946045456,548.162321196814,12700,0.521941618973203,124.20940417815,0.198391420911528,1.251,0.193029490616622,0.190348525469169
"385",13473632.7518196,309249.309364218,53000,3110.41589050417,788.332630944496,11300,0.392013309191405,56.0172513787133,0.366037735849057,1.514,0.0641509433962264,0.269811320754717
"386",13473797.0531111,309163.576405716,40700,2716.29727897127,496.178433590948,20500,0.53143123319657,62.7623448212436,0.186732186732187,1.387,0.0245700245700246,0.348894348894349
"387",13473790.8086699,308055.569137265,54400,2780.38823464784,299.044900956426,25200,0.45235033609661,75.2637734260101,0.0863970588235294,1.044,0.112132352941176,0.444852941176471
"388",13473618.9831958,306296.375480715,197300,3292.51272036774,709.16837437789,110300,1.205116554365,88.7817386799001,0.15408008109478,1.44,0.0760263558033452,0.232133806386214
"389",13473662.8659298,306304.267822508,178800,3298.88475229406,740.736376817936,102100,1.01665368028954,93.8403341112707,0.150447427293065,1.356,0.0548098434004474,0.242729306487696
"390",13473706.408208,306313.846735287,162500,3070.56202687644,674.523489462066,95600,1.04671748792034,78.4760002039774,0.146461538461538,1.409,0.048,0.226461538461538
"391",13473749.6110415,306324.868538896,90200,3108.25754431698,771.387920275275,47000,0.911048173300034,82.5186297128197,0.180709534368071,1.406,0.0731707317073171,0.201773835920177
"392",13473276.4283997,306204.883767727,143200,3275.22841303266,807.717780650756,70800,1.32705422150352,101.957882074998,0.224162011173184,1.591,0.0328212290502793,0.187849162011173
"393",13473315.7165597,306220.02398953,150400,3245.40608938532,799.956932919402,68400,2.230183207392,90.3257435980074,0.170877659574468,1.585,0.106382978723404,0.200132978723404
"394",13473355.6368653,306233.64361095,187400,3296.19161227346,757.15993376087,106500,2.56575942096215,68.6555464628065,0.137673425827108,1.378,0.0821771611526147,0.195837780149413
"395",13473395.8226379,306246.459590057,207500,3261.43979090121,753.82229322934,97400,1.53578557284071,81.7449041647875,0.178795180722892,1.542,0.113734939759036,0.229879518072289
"396",13473517.573946,306280.91732167,245600,3292.9928178261,711.164583804854,136200,2.29241939261431,76.1711680139262,0.154723127035831,1.392,0.0765472312703583,0.240228013029316
"397",13473193.0167106,306120.663104216,139300,3292.91305008942,612.612623666357,60100,0.720616527141594,87.142513567143,0.176597272074659,1.586,0.124910265613783,0.12275664034458
"398",13473224.7987328,306041.700520312,168800,3235.90364175646,646.348266180963,83500,1.55161424501907,80.0001579939388,0.145734597156398,1.44,0.0633886255924171,0.18542654028436
"399",13473258.4163925,305963.434128612,124700,2844.89034762545,539.345370772813,62100,0.957812541537212,79.8737615727603,0.121892542101043,1.394,0.0761828388131516,0.221331194867682
"400",13473275.6048782,305924.469021718,107400,3176.77555461407,602.632243346201,54800,2.13923684516067,55.9237802929795,0.100558659217877,1.349,0.0865921787709497,0.273743016759777
"401",13473347.2281307,305769.895798722,94400,3066.98742267905,541.751908188338,39500,0.496591875860355,90.5501788901969,0.198093220338983,1.664,0.0921610169491525,0.268008474576271
"402",13473361.4667224,305729.945187618,70400,3263.92125337355,771.724584627335,27600,0.600880363378525,60.0063101478552,0.186079545454545,1.317,0.0653409090909091,0.342329545454545
"403",13474999.8036553,308527.090975918,78000,3272.94591179361,425.671753763998,31700,7.75179843778512,119.97811348524,0.0987179487179487,0.589,0.0512820512820513,0.415384615384615
"404",13475072.2059369,308488.349961536,123900,2949.78610196052,693.466707260532,36800,7.85302573134914,64.1849669453157,0.293785310734463,1.441,0.0839386602098467,0.256658595641647
"405",13475108.4070777,308468.979454345,107700,2985.21850422417,915.156332339743,25600,2.49130735411965,105.785403950925,0.432683379758589,1.675,0.0696378830083565,0.209842154131848
"406",13475180.8093593,308430.238439964,145500,3292.82073077594,904.578161294227,51500,0.72830483976623,111.933316880867,0.372508591065292,1.782,0.0701030927835052,0.20893470790378
"407",13474389.6960378,308862.818803082,78300,3215.7463153129,872.326780866817,29700,0.698592128001632,72.5858576619323,0.296296296296296,1.45,0.0689655172413793,0.282247765006386
"408",13474429.7099493,308845.424813456,86500,2901.2150770256,812.138823028987,39400,0.816989248959598,86.1988916227156,0.260115606936416,1.447,0.046242774566474,0.226589595375723
"409",13474507.2128339,308805.374454989,79800,2873.52958917813,596.31076462398,47200,0.675375971052104,86.5336643418945,0.192982456140351,1.327,0.0300751879699248,0.195488721804511
"410",13474544.6417443,308782.894273891,56400,2044.1552645666,389.110454518706,38700,0.667838382083005,138.355018296771,0.0939716312056738,1.077,0.0301418439716312,0.299645390070922
"411",13474621.845288,308742.33110849,42300,2165.68632711401,834.004976823018,12900,0.306101783285698,89.0644160716596,0.382978723404255,1.072,0.0567375886524823,0.340425531914894
"412",13474660.9230605,308722.86847616,56500,3192.25059511943,797.186035251862,17800,0.342787507066105,90.2981999035801,0.378761061946903,1.224,0.0371681415929204,0.368141592920354
"413",13474777.7315565,308663.602335493,78100,3003.15529289025,725.88695494587,15700,0.709595206185965,76.0146346354491,0.419974391805378,1.466,0.0678617157490397,0.274007682458387
"414",13473684.1965019,309316.149768472,54800,3236.04711783352,511.636886686226,16600,0.455738069471267,88.3420302814299,0.260948905109489,1.514,0.072992700729927,0.332116788321168
"415",13473648.5935976,309334.305895012,77800,3218.65186869854,605.418344292646,24900,0.484730587383518,93.7288542064721,0.266066838046273,1.672,0.0655526992287918,0.326478149100257
"416",13473577.3327683,309370.509167398,93200,3184.96982870417,543.708706948176,37500,0.593358156034344,89.3701417117092,0.208154506437768,1.497,0.0493562231759657,0.315450643776824
"417",13474355.1304778,308959.077698007,48800,3180.22162610268,821.340505136424,9700,0.477788570723335,80.1328191434957,0.344262295081967,1.641,0.0881147540983607,0.204918032786885
"418",13474244.5749772,309019.395584738,62900,3070.73495364339,400.214404349784,15800,0.532588252235256,107.648957028411,0.313195548489666,1.389,0.0810810810810811,0.224165341812401
"419",13474089.8190977,309103.540362128,93700,2919.68769321015,390.267689943811,29500,0.556598354565815,94.9779926094752,0.356456776947705,1.742,0.0672358591248666,0.20384204909285
"420",13474049.9599477,309121.159789018,54800,2880.98076497205,363.291665578133,24600,0.562689264428892,54.5426835955044,0.220802919708029,1.6,0.0346715328467153,0.198905109489051
"421",13474011.2880102,309142.155969306,89200,2843.84304639542,395.781952061342,28000,0.661967314305386,99.2951031934293,0.360986547085202,1.845,0.0538116591928251,0.164798206278027
"422",13473972.6621369,309163.238141558,105700,2806.95672950699,423.756624199771,30200,0.852850961811548,92.0870573458931,0.398297067171239,1.881,0.0605487228003784,0.162724692526017
"423",13473934.0362635,309184.32031381,42700,2591.85613778806,394.1873429859,17200,0.533914379005819,50.8207294163837,0.325526932084309,1.537,0.0257611241217799,0.177985948477752
"424",13474586.9333767,308838.214257807,24700,3203.10928849429,294.84154868321,9800,0.397894705560158,145.121768037399,0.145748987854251,0.888,0.101214574898785,0.37246963562753
"425",13474506.4340244,308881.944141666,112200,3187.9074850268,630.842618558631,59600,0.725851034161945,83.2025985072938,0.225490196078431,1.522,0.0374331550802139,0.196078431372549
"426",13474465.9457759,308903.373960171,123100,3014.60821186475,601.429135958306,56900,0.806387582044232,77.7672754479336,0.206336311941511,1.551,0.049553208773355,0.190901705930138
"427",13474425.0127787,308923.897274465,103300,3250.03174327332,687.587410987649,43800,0.77642505717565,65.7205286671041,0.316553727008712,1.659,0.0377541142303969,0.126815101645692
"428",13474753.9186542,308751.16766321,68000,3242.04671134494,724.254547171488,14800,4.35555490366289,78.8817272737627,0.441176470588235,1.432,0.0661764705882353,0.277941176470588
"429",13474909.7210443,308666.834692323,98400,3185.66760378804,1018.91722749992,17300,0.277946857991988,114.35307803773,0.451219512195122,1.465,0.0914634146341463,0.295731707317073
"430",13474948.9852921,308646.349850899,94300,3302.08516378487,1070.71792269615,20300,0.355981982677399,74.9649131251604,0.224814422057264,1.284,0.131495227995758,0.375397667020148
"431",13474989.5378298,308628.546900591,67200,3168.87533828169,783.593622448143,11700,6.01168786995477,86.2818218013196,0.395833333333333,1.629,0.108630952380952,0.21875
"432",13475032.675164,308632.639956464,71200,3207.43769975843,995.825608918625,17700,0.694375933674848,120.304970208176,0.459269662921348,1.797,0.0547752808988764,0.26123595505618
"433",13473397.6782245,308952.26311039,84200,2791.07254023096,411.600953475859,46900,0.68474124195664,116.405970071422,0.106888361045131,1.157,0.0593824228028504,0.28978622327791
"434",13473348.8785076,309069.589509382,67500,2819.85849508921,407.297738010709,36900,0.629102003010645,121.041289614692,0.0977777777777778,1.109,0.0977777777777778,0.324444444444444
"435",13473333.2995609,309108.999094867,61200,2831.38442911356,295.171990674248,36100,0.634141820637162,63.6150228332541,0.0212418300653595,0.893,0.117647058823529,0.36437908496732
"436",13473315.8588237,309147.626111896,52600,2416.7162968681,199.261636067388,38000,0.600217692083493,15.5046852327857,0.0247148288973384,0.501,0.0741444866920152,0.532319391634981
"437",13473431.9060378,309354.730949796,43800,2993.88258478296,491.426969740365,17400,0.418891684817377,50.9410757090621,0.221461187214612,1.234,0.0342465753424658,0.365296803652968
"438",13473477.7850016,309331.150337679,79200,3244.51879088094,908.924807645614,25100,0.368808429969722,80.7249226235783,0.327020202020202,1.58,0.0593434343434343,0.297979797979798
"439",13473593.456151,307975.344095458,11500,473.279822364415,97.4092366023281,6500,0.676775221397486,16.2574911334319,0.00869565217391304,1.097,0.11304347826087,0.217391304347826
"440",13473680.8052512,308012.416132643,38400,1862.55269075075,193.091172173831,16900,0.742335338963633,126.876714935634,0.205729166666667,1.36,0.0442708333333333,0.286458333333333
"441",13474036.2367831,306986.363473015,65200,3193.40471016789,430.217754624186,38300,0.854982895445764,110.921889144299,0.0475460122699387,1.083,0.044478527607362,0.161042944785276
"442",13474388.8244217,306559.3136573,110800,3257.33216000617,1064.88718890395,33100,5.11415124528475,108.276332963455,0.342960288808664,1.53,0.0848375451263538,0.243682310469314
"443",13474407.6099821,306518.576879472,112000,3257.18103187237,1016.85904627909,35900,4.78484816116502,129.36494959267,0.345535714285714,1.747,0.0892857142857143,0.230357142857143
"444",13474426.1780747,306477.742644451,88000,3072.36303125061,855.057406322608,34900,3.4179092713002,97.3208345564558,0.311363636363636,1.723,0.0840909090909091,0.211363636363636
"445",13473829.9973013,306282.192547337,152200,3296.2996071675,1003.35453945878,35800,5.32507615013868,80.0488210865895,0.416557161629435,2.051,0.0722733245729304,0.147831800262812
"446",13473846.0979367,306242.748790866,84100,3300.24322070057,898.142194092589,41000,2.09580481972405,89.3310775879763,0.225921521997622,1.479,0.0582639714625446,0.304399524375743
"447",13474163.1324296,308967.252202612,82600,2988.30648050199,354.074134181438,32400,0.503327785256704,105.314056566109,0.301452784503632,1.403,0.036319612590799,0.151331719128329
"448",13474244.7567488,308923.274467784,76500,3217.99695873663,653.691476483172,27800,0.589237240673574,100.519649699201,0.29281045751634,1.776,0.0392156862745098,0.2
"449",13473430.8770216,308878.836651347,54900,2256.57604748936,337.380022925204,33900,0.51691440107347,132.247894893187,0.147540983606557,1.103,0.0510018214936248,0.39344262295082
"450",13473849.9395238,309130.459785212,88300,2779.57482487045,729.505322220515,27400,0.481508935529033,98.5158266103412,0.433748584371461,2.019,0.0317100792751982,0.17440543601359
"451",13474257.2872963,308912.016526988,76800,3219.73699365367,807.865690469697,27000,0.622696139786238,94.4593832062657,0.359375,1.737,0.0299479166666667,0.221354166666667
"452",13473500.4978885,308721.142084424,39600,2756.54105775814,339.408886388079,17800,0.406010056392981,138.698461288192,0.116161616161616,1.222,0.148989898989899,0.393939393939394
"453",13473416.7177009,308908.973651404,65000,2782.7052028442,321.91928865111,39500,0.546542365116655,124.251190399944,0.113846153846154,1.076,0.0492307692307692,0.401538461538462
"454",13473534.9680382,308636.785934583,50200,2746.91604750457,330.663960831033,20500,0.434958433612961,108.827407600894,0.199203187250996,1.314,0.107569721115538,0.370517928286853
"455",13473330.7196505,308930.98341586,88600,2723.88082453027,478.096430229112,41200,0.647128396855908,105.402566864333,0.229119638826185,1.337,0.0428893905191874,0.297968397291196
"456",13473521.0936353,308493.288202296,44600,2671.4226229657,368.829155523901,14800,0.560662474671875,120.661386985456,0.300448430493274,1.46,0.0582959641255605,0.170403587443946
"457",13473483.6075345,308575.802109462,69900,2003.92935662156,339.301457442901,32700,0.585439387575205,118.837948712297,0.241773962804006,1.302,0.0343347639484979,0.356223175965665
"458",13473296.3096142,309008.877028044,90500,3221.91109959483,596.467526695464,38300,0.591750621394592,111.520406497032,0.247513812154696,1.45,0.0541436464088398,0.275138121546961
